CO,1980,1,100.0
CO,1980,2,102.75
CO,1980,3,107.49
CO,1980,4,106.54
CO,1981,1,106.47
CO,1981,2,108.56
CO,1981,3,114.3
CO,1981,4,110.42
CO,1982,1,119.61
CO,1982,2,120.95
CO,1982,3,122.65
CO,1982,4,126.26
CO,1983,1,126.22
CO,1983,2,125.29
CO,1983,3,126.41
CO,1983,4,121.65
CO,1984,1,125.89
CO,1984,2,125.38
CO,1984,3,125.67
CO,1984,4,123.28
CO,1985,1,126.13
CO,1985,2,125.39
CO,1985,3,126.35
CO,1985,4,124.13
CO,1986,1,128.79
CO,1986,2,129.35
CO,1986,3,128.57
CO,1986,4,127.84
CO,1987,1,129.65
CO,1987,2,128.07
CO,1987,3,125.36
CO,1987,4,124.2
CO,1988,1,125.34
CO,1988,2,124.99
CO,1988,3,123.78
CO,1988,4,123.44
CO,1989,1,123.39
CO,1989,2,124.44
CO,1989,3,126.77
CO,1989,4,126.4
CO,1990,1,126.99
CO,1990,2,127.97
CO,1990,3,129.02
CO,1990,4,129.24
CO,1991,1,130.74
CO,1991,2,132.34
CO,1991,3,133.59
CO,1991,4,135.87
CO,1992,1,137.74
CO,1992,2,140.78
CO,1992,3,143.9
CO,1992,4,146.57
CO,1993,1,149.27
CO,1993,2,152.94
CO,1993,3,157.3
CO,1993,4,161.2
CO,1994,1,165.89
CO,1994,2,173.51
CO,1994,3,177.9
CO,1994,4,179.34
CO,1995,1,182.67
CO,1995,2,186.22
CO,1995,3,189.93
CO,1995,4,192.85
CO,1996,1,195.25
CO,1996,2,197.69
CO,1996,3,199.97
CO,1996,4,202.61
CO,1997,1,204.82
CO,1997,2,207.48
CO,1997,3,210.78
CO,1997,4,214.1
CO,1998,1,217.07
CO,1998,2,219.73
CO,1998,3,223.76
CO,1998,4,226.46
CO,1999,1,230.79
CO,1999,2,237.91
CO,1999,3,245.82
CO,1999,4,250.07
CO,2000,1,259.44
CO,2000,2,265.86
CO,2000,3,272.78
CO,2000,4,278.93
CO,2001,1,286.73
CO,2001,2,292.52
CO,2001,3,297.97
CO,2001,4,300.34
CO,2002,1,303.85
CO,2002,2,307.19
CO,2002,3,311.58
CO,2002,4,313.47
CO,2003,1,314.4
CO,2003,2,315.73
CO,2003,3,317.15
CO,2003,4,320.79
CO,2004,1,323.24
CO,2004,2,325.67
CO,2004,3,330.32
CO,2004,4,333.47
CO,2005,1,337.01
CO,2005,2,341.95
CO,2005,3,347.26
CO,2005,4,350.74
CO,2006,1,351.72
CO,2006,2,353.47
CO,2006,3,355.19
CO,2006,4,358.44
CO,2007,1,359.35
CO,2007,2,360.35
CO,2007,3,358.07
CO,2007,4,359.07
CO,2008,1,360.9
CO,2008,2,358.73
